lookback,rebalance_freq,signal,alloc_params,dd_penalty,total_return,ann_return,sharpe,max_dd,calmar,sortino,score
10,20,composite_sm_0.5,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.827805328751321,0.232110397299641,1.036443956908983,-0.29535315067753565,0.7858740931269647,1.0972970333165764,1.0070981841130424
10,20,composite_all,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.8289594184867468,0.23221135180177388,1.0352738439347207,-0.29535315067753565,0.7862159025794225,1.1020872733524705,1.00684817251038
10,20,composite_all,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",0.0,1.8289594184867468,0.23221135180177388,1.0352738439347207,-0.29535315067753565,0.7862159025794225,1.1020872733524705,1.00684817251038
10,20,composite_all,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",1.0,1.8289594184867468,0.23221135180177388,1.0352738439347207,-0.29535315067753565,0.7862159025794225,1.1020872733524705,1.00684817251038
30,15,sharpe,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",0.0,1.8132590022473103,0.23083511943212143,1.0173479282305926,-0.306549218363224,0.7530115820699752,1.0794590391266632,1.0067626889532437
10,20,composite_sm_0.5,"{'style': 'softmax', 'k': 5.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",0.0,1.8267276059359898,0.23201609329041983,1.0356387401509128,-0.29535315067753565,0.7855548007618353,1.0966401336814489,1.006581493166096
30,20,sharpe,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",1.0,1.820148970779642,0.23143981892145393,1.0321945233610264,-0.2982004653939615,0.7761215625685771,1.0921644708707414,1.0065242219798536
10,20,composite_sm_0.5,"{'style': 'softmax', 'k': 5.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",1.0,1.826108407781191,0.2319618985790608,1.0354548024380845,-0.29535315067753565,0.7853713095432727,1.0964131622346243,1.0063947876962973
30,15,calmar,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",2.0,1.8139931184410671,0.23089960558965106,1.0167039052378772,-0.30625704583197755,0.753940525426882,1.0824741385253183,1.0063851922610405
30,15,calmar,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",1.0,1.812411792743192,0.23076068222580304,1.010622437597538,-0.30916677260137404,0.7463954577660293,1.0762047642718013,1.006260736513404
30,15,calmar,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",0.0,1.812411792743192,0.23076068222580304,1.010622437597538,-0.30916677260137404,0.7463954577660293,1.0762047642718013,1.006260736513404
30,15,calmar,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",1.0,1.8135161794784973,0.23085771189770155,1.0161598534846115,-0.30642841500057727,0.7533821703951474,1.0818169786319969,1.0062337272726807
10,20,composite_sm_0.5,"{'style': 'softmax', 'k': 5.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",2.0,1.8255268605300121,0.2319109905836878,1.0352824645974152,-0.29535315067753565,0.7851989464127878,1.0972004278603642,1.0062195992005334
30,15,calmar,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",0.0,1.8130422912397246,0.23081608055558878,1.0156206675851982,-0.30659894467059745,0.7528273565171546,1.0811653751886339,1.0060840056200095
30,15,calmar,"{'style': 'discrete', 'lo_thresh': 0.2, 'hi_thresh': 0.5, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.813733153246135,0.23087677129206807,1.0198078681550844,-0.3045571322733681,0.7580737380469471,1.0862609897799114,1.006062501517107
10,20,composite_all,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",0.0,1.8238997650605397,0.23176851196365655,1.0303392165777132,-0.29768143920448253,0.7785789560721023,1.0948245638812668,1.006022967769112
